SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,94,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"1; Graphify Mapping & Master-Plan Traceability; Raw directed graph plus verified current architecture, bottom-up features, dependencies, tests, requirement IDs, classifications, target locations, phase ownership, and applicable gates reach the planning-complete criteria.",REQUIREMENT,LAM-GOV-036,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,95,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),2; Rebranding Foundation; Lamha identity is introduced without removing attribution or breaking baseline compatibility.,REQUIREMENT,LAM-GOV-037,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,96,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),3; Tauri Desktop Shell; A Tauri 2 client/static Svelte/SvelteKit shell launches without a server in its desktop runtime path.,REQUIREMENT,LAM-GOV-038,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,97,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"4; Local Data Foundation; Authorized paths, scanning/watchers, canonical sidecars, derived SQLite, saved JSON, and transaction foundations work together.",REQUIREMENT,LAM-GOV-039,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,98,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),5; Asset API Replacement; Gallery/viewer/metadata/album/favorite/basic-search/memory/map-browsing and the generic Review shell use local Tauri IPC and real local data.,REQUIREMENT,LAM-GOV-040,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,99,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),6; Manage Later & Events; Non-mutating intake plus reviewed event create/merge/link/split/normalization works.,REQUIREMENT,LAM-GOV-041,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,100,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"7; Faces, People & Groups; The face-specific local-AI inference slice, stable people, corrections, groups, subgroups, aliases, and temporal memberships work; broader AI tasks remain Phase 10.",REQUIREMENT,LAM-GOV-042,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,101,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"8; Tags, Relationships, Smart Views & Attribution; Tag provenance/review, multiple simultaneous/historical built-in and custom relationship edges, certainty, explicit three-bucket projection, nine views, photographer, camera owner, importer, visible people, and attendees remain distinct.",REQUIREMENT,LAM-GOV-043,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,102,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"9; Mind Maps; Folder/event and relationship maps save safely; materialization is explicit, transactional, and reversible.",REQUIREMENT,LAM-GOV-044,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,103,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"10; Local AI Completeness; Shared local-worker supervision, selected non-network IPC, hardware scheduling, OCR/semantic/duplicate/similarity processing, task invalidation, and AI suggestion review work with no network listener.",REQUIREMENT,LAM-GOV-045,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,104,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"11; Metadata Mutation, Editing & Privacy; Non-destructive editing/derivatives plus scoped clear/unmanage, embedded-metadata removal, snapshots, restore, and privacy-clean export work safely.",REQUIREMENT,LAM-GOV-046,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,105,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"12; External Drives & Filesystem Resilience; Drive identity, Detached Index Mode, Pending Overlays, cross-drive transfer, reconciliation, and crash recovery are proven.",REQUIREMENT,LAM-GOV-047,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,106,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",REQUIREMENT,LAM-GOV-048,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,107,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"14; Performance, Accessibility & Desktop UX; 10k/50k/100k tiers, virtualization, memory/background work, accessibility, and desktop interaction targets are measured and met.",REQUIREMENT,LAM-GOV-049,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,108,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),"15; Full Integration, Parity & Cross-Platform Packaging; Retained-feature parity, clean-machine Windows/macOS/Linux packages, legal inventory, and all applicable pre-removal gates pass while legacy source remains available as evidence.",REQUIREMENT,LAM-GOV-050,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,109,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),16; Final Cleanup & Release Reverification; Remaining obsolete server/auth/sharing/mobile/admin/container/database/queue remnants and dependencies are removed symbol-by-symbol; final packages and repository-wide scans prove no residual runtime path remains.,REQUIREMENT,LAM-GOV-051,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,111,0.4 17 Sequential Implementation Phases (Phase 0 to Phase 16),---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,113,"0.5 Operational Edge Cases for Transactions, External Drives, and Recovery","# 0.5 Operational Edge Cases for Transactions, External Drives, and Recovery",HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,115,"0.5 Operational Edge Cases for Transactions, External Drives, and Recovery","File 1 Section 1.5 is the single canonical edge-case registry. File 3 must reference those IDs rather than clone their text. Mapping must attach each LAM-EDGE-* item to detection, transaction, UI, and recovery symbols/tests. If an implementation discovery requires a new edge case, add it to File 1 first, then map it here by ID.",REQUIREMENT,LAM-GOV-052; LAM-GOV-053; LAM-GOV-054,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,117,"0.5 Operational Edge Cases for Transactions, External Drives, and Recovery",---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,119,0.6 Pre-Commit Linter & Verification CLI Execution Commands,# 0.6 Pre-Commit Linter & Verification CLI Execution Commands,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,121,0.6 Pre-Commit Linter & Verification CLI Execution Commands,"Phase 0 must record the repository’s real, currently runnable commands without editing Codebase/. Phase 1 must create the verification-command registry under Graphify/08-test-and-proof-plan/RELEASE_PROOF_GATES.md, distinguishing:",CHILD_REQUIREMENT_CONTAINER,,Normative lead-in; following list rows carry the independently testable IDs
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,123,0.6 Pre-Commit Linter & Verification CLI Execution Commands,Existing command verified now,REQUIREMENT,LAM-GOV-055,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,124,0.6 Pre-Commit Linter & Verification CLI Execution Commands,Planned command assigned to a specific implementation phase,REQUIREMENT,LAM-GOV-056,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,125,0.6 Pre-Commit Linter & Verification CLI Execution Commands,Platform-specific command,REQUIREMENT,LAM-GOV-057,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,126,0.6 Pre-Commit Linter & Verification CLI Execution Commands,Final Phase 16 command,REQUIREMENT,LAM-GOV-058,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,127,0.6 Pre-Commit Linter & Verification CLI Execution Commands,Unavailable command with documented baseline blocker,REQUIREMENT,LAM-GOV-059,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,129,0.6 Pre-Commit Linter & Verification CLI Execution Commands,"No model may execute a command merely because an illustrative command name appears in a Master Plan, create an unplanned script during mapping, or mark a gate passed when the registered command does not exist or did not run. A failing applicable gate blocks completion of the affected requirement; pre-existing unrelated failures must be recorded and proven unrelated.",REQUIREMENT,LAM-GOV-060; LAM-GOV-061,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,131,0.6 Pre-Commit Linter & Verification CLI Execution Commands,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,133,1. Required Project Structure,# 1. Required Project Structure,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,135,1. Required Project Structure,The main project folder contains:,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,137,1. Required Project Structure,```text,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,138,1. Required Project Structure,Lamha/,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,139,1. Required Project Structure,├── Codebase/,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,140,1. Required Project Structure,└── Graphify/,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,141,1. Required Project Structure,```,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,143,1.1 Codebase,## 1.1 Codebase,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,145,1.1 Codebase,Codebase/ contains:,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,147,1.1 Codebase,Application source code,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,148,1.1 Codebase,Required source assets,REQUIREMENT,LAM-GOV-062,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,149,1.1 Codebase,Required build files,REQUIREMENT,LAM-GOV-063,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,150,1.1 Codebase,Required tests,REQUIREMENT,LAM-GOV-064,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,151,1.1 Codebase,Required legal files,REQUIREMENT,LAM-GOV-065,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,152,1.1 Codebase,Required upstream documentation until classified,REQUIREMENT,LAM-GOV-066,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,153,1.1 Codebase,Required generated sources until replaced,REQUIREMENT,LAM-GOV-067,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,155,1.1 Codebase,"Codebase/ must not contain scattered Lamha planning, tracking, mapping, audit, status, completion, handoff, or Graphify-generated Markdown files. Required repository documentation—including README, licence/copyright/AGPL/third-party notices, security/contribution/source-architecture/build/package/generated/vendor/upstream documentation, and CI/packaging/release documentation—may remain and must be classified.",REQUIREMENT,LAM-GOV-068; LAM-GOV-069,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,157,1.1 Codebase,Those files belong under Graphify/.,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,159,1.2 Graphify,## 1.2 Graphify,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,161,1.2 Graphify,Graphify/ contains:,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,163,1.2 Graphify,Master plans,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,164,1.2 Graphify,Repository maps,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,165,1.2 Graphify,Feature maps,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,166,1.2 Graphify,File and line locations,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,167,1.2 Graphify,Dependency maps,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,168,1.2 Graphify,Decisions,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,169,1.2 Graphify,Statuses,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,170,1.2 Graphify,Test plans,REQUIREMENT,LAM-GOV-070,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,171,1.2 Graphify,Proof records,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,172,1.2 Graphify,Risk registers,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,173,1.2 Graphify,Completion trackers,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,174,1.2 Graphify,Handoffs,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,176,1.3 Master Plan folder,## 1.3 Master Plan folder,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,178,1.3 Master Plan folder,```text,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,179,1.3 Master Plan folder,Graphify/,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,180,1.3 Master Plan folder,└── Master Plan/,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,181,1.3 Master Plan folder,├── 01-EVERYTHING-WE-ARE-KEEPING.md,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,182,1.3 Master Plan folder,├── 02-EVERYTHING-WE-ARE-DELETING.md,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,183,1.3 Master Plan folder,└── 03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,184,1.3 Master Plan folder,```,CODE_FENCE,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,186,1.3 Master Plan folder,These three files are the only authoritative product master-plan documents.,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,188,1.3 Master Plan folder,No fourth competing master plan should be created.,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,190,1.3 Master Plan folder,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,192,2. Authority Order,# 2. Authority Order,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,194,2. Authority Order,Use this order:,REQUIREMENT,LAM-GOV-071,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,196,2. Authority Order,The three files in Graphify/Master Plan/,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,197,2. Authority Order,Actual repository behaviour and dependency evidence,EXPLANATORY,,No normative modal and no actionable list/phase rule
