canonical_id,canonical_capability,primary_implementation_phase,integration_verification_phases,removal_phase,release_validation_phase,global_invariant_links,mapping_rationale,reviewer_status,exception_status,previous_capability,previous_primary_phase
CAN-LAM-DELETE-357,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-358,Local data authority,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,
CAN-LAM-DELETE-359,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-360,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-361,Local data authority,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,
CAN-LAM-DELETE-362,Jobs and notifications,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,
CAN-LAM-DELETE-363,Desktop shell,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Desktop shell,
CAN-LAM-DELETE-364,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-365,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-366,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-DELETE-367,Planning and verification governance,,,,I15,,Autonomous-rule label; reclassified as a replacement-before-deletion constraint.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-DELETE-368,Legal and rebranding,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Legal and rebranding,
CAN-LAM-DUPLICATE-001,Duplicates,I10,I10;I15,,I15,,Label names duplicate detection; rewrite adds hash comparison and candidate results.,REVIEWED_CORRECTED,NONE,Duplicates,I10
CAN-LAM-DUPLICATE-002,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds read-only comparison.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-DUPLICATE-003,Duplicates,,I10;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Duplicates,I10
CAN-LAM-DUPLICATE-004,Search and OCR,,I10;I15,,I15,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,REVIEWED_CORRECTED,NONE,Search and OCR,I10
CAN-LAM-DUPLICATE-005,Duplicates,I10,I10;I15,,I15,,Label names exact-duplicate detection; rewrite adds hash comparison and no-mutation results.,REVIEWED_CORRECTED,NONE,Duplicates,I10
CAN-LAM-DUPLICATE-006,Duplicates,I10,I10;I15,,I15,,Label names duplicate similarity data; rewrite adds control and rebuild results.,REVIEWED_CORRECTED,NONE,Duplicates,I10
CAN-LAM-DUPLICATE-007,Duplicates,I10,I10;I15,,I15,,Label names exact-hash duplicates; rewrite adds hash comparison and candidates.,REVIEWED_CORRECTED,NONE,Duplicates,I10
CAN-LAM-DUPLICATE-008,External drives and path resilience,I12,I4;I15,,I15,,External-change label; rewrite adds candidate creation and no-mutation.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-DUPLICATE-009,Duplicates,I14,I10;I15,,I15,,Performance label; rewrite adds the budget and no-mutation results.,REVIEWED_CORRECTED,NONE,Duplicates,I14
CAN-LAM-DUPLICATE-010,Duplicates,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Duplicates,
CAN-LAM-DUPLICATE-011,Duplicates,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Duplicates,
CAN-LAM-DUPLICATE-012,Duplicates,,I10;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Duplicates,I10
CAN-LAM-EDGE-01,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EDGE-02,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EDGE-03,Media ingestion and derivation,I4,I4;I15,,I15,,Source edge-case text defines the required behavior; rewrite condenses it into a testable criterion.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-EDGE-04,Asset identity and records,I3,I6;I15,,I15,,Source edge-case text defines collision behavior; rewrite makes the observable outcome explicit.,REVIEWED_CORRECTED,NONE,Asset identity and records,I3
CAN-LAM-EDGE-05,External drives and path resilience,I12,I3;I15,,I15,,"Source edge-case text defines read-only behavior; rewrite names the mode, storage, and prohibitions.",REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-EDGE-06,Events and organization,I6,I6;I15,,I15,,Source edge-case text defines midnight-spanning behavior; rewrite preserves the no-auto-split rule.,REVIEWED_CORRECTED,NONE,Metadata,I6
CAN-LAM-EDGE-07,People and faces,I7,I13;I15,,I15,,Source edge-case text defines merge-safety behavior; rewrite adds the durable snapshot and restore result.,REVIEWED_CORRECTED,NONE,People and faces,I7
CAN-LAM-EDGE-08,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EDGE-09,External drives and path resilience,I12,I3;I15,,I15,,Source edge-case text defines disconnect behavior; rewrite names the manifest state and recovery path.,REVIEWED_CORRECTED,NONE,External drives and path resilience,I12
CAN-LAM-EDGE-10,Filesystem transactions and recovery,I3,I3;I15,,I15,,Source edge-case text defines crash recovery; rewrite adds the determinism boundary and persisted outcome.,REVIEWED_CORRECTED,NONE,Filesystem transactions and recovery,I3
CAN-LAM-EDGE-11,Asset identity and records,I3,I4;I15,,I15,,Source edge-case text defines same-name collision handling; rewrite names the hash-based identity rule.,REVIEWED_CORRECTED,NONE,Asset identity and records,I3
CAN-LAM-EDGE-12,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,,Source edge-case text defines malformed-sidecar behavior; rewrite makes preservation and repair explicit.,REVIEWED_CORRECTED,NONE,"Backup, trash, restore and rebuild",I13
CAN-LAM-EDGE-13,Metadata,I3,I3;I15,,I15,,Source edge-case text defines future-schema behavior; rewrite states the read-only boundary.,REVIEWED_CORRECTED,NONE,Metadata,I3
CAN-LAM-EDGE-14,Filesystem transactions and recovery,I3,I3;I15,,I15,,Source edge-case text defines reparse-escape behavior; rewrite names the boundary and authorization step.,REVIEWED_CORRECTED,NONE,Metadata,I3
CAN-LAM-EDGE-15,Asset identity and records,I3,I3;I15,,I15,,Source edge-case text defines naming-collision behavior; rewrite adds preview and approval boundaries.,REVIEWED_CORRECTED,NONE,Asset identity and records,I3
CAN-LAM-EDGE-16,Metadata,I6,I6;I15,,I15,,Source edge-case text defines timestamp ambiguity; rewrite preserves the raw value and approval path.,REVIEWED_CORRECTED,NONE,Metadata,I6
CAN-LAM-EDGE-17,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EDIT-001,Editing,I11,I4;I15,,I15,,Label names privacy-clean export; rewrite adds the omission and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-EDIT-002,Asset identity and records,,I5;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Asset viewer,I5
CAN-LAM-EDIT-003,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds persistence and reflection.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-EDIT-004,Editing,I11,I11;I15,,I15,,Label names crop; rewrite adds recipe storage and no-overwrite.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-EDIT-005,Editing,I11,I11;I15,,I15,,Label names rotation; rewrite adds recipe storage and no-overwrite.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-EDIT-006,Editing,I11,I11;I15,,I15,,Label names edited export; rewrite adds copy production and no-overwrite.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-EDIT-007,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds presence and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-EDIT-008,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-EDIT-009,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EDIT-010,Planning and verification governance,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EDIT-011,Editing,,I11;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I11
CAN-LAM-EDIT-012,Editing,,I11;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I11
CAN-LAM-EDIT-013,Editing,I11,I11;I15,,I15,,Phase label; rewrite adds omission and preservation.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-EDIT-014,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-EVENT-001,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-EVENT-002,Events and organization,I6,I6;I15,,I15,,Label names events; rewrite adds record persistence and plan gating.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-EVENT-003,Events and organization,I6,I6;I15,,I15,,Label names event pages; rewrite separates navigation/load from mutation.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-EVENT-004,Sidecars and metadata authority,I3,I6;I15,,I15,,Label names event JSON; rewrite adds schema validity and content.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-EVENT-005,Sidecars and metadata authority,I3,I6;I15,,I15,,Label names event XMP; rewrite adds validity and alignment.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-EVENT-006,Events and organization,,I6;I15,,I15,,Reviewed as a final-state prohibition; replacement implementation and I15 removal validation are represented separately.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-EVENT-007,Libraries and storage,I6,I6;I15,,I15,,Label names normalized event folders; rewrite adds the layout rule.,REVIEWED_CORRECTED,NONE,Libraries and storage,I6
CAN-LAM-EVENT-008,Events and organization,I6,I6;I15,,I15,,Label names Manage Later intake; rewrite adds intake state and plan gating.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-EVENT-009,Libraries and storage,I6,I6;I15,,I15,,Label names start-date usage; rewrite adds date authority and no-inference.,REVIEWED_CORRECTED,NONE,Libraries and storage,I6
CAN-LAM-EVENT-010,Libraries and storage,,I6;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Libraries and storage,I6
CAN-LAM-EVENT-011,Filesystem transactions and recovery,I3,I6;I15,,I15,CAN-LAM-EVENT-011,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Metadata,I6
CAN-LAM-EVENT-012,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds assignment persistence and plan gating.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-EVENT-013,Asset identity and records,I3,I5;I15,,I15,,Asset-bundle label; rewrite adds membership and preservation.,REVIEWED_CORRECTED,NONE,Asset identity and records,I3
CAN-LAM-EVENT-014,Asset identity and records,I3,I6;I15,,I15,,"Asset-bundle label; rewrite adds preview, approval, and preservation.",REVIEWED_CORRECTED,NONE,Asset identity and records,I3
CAN-LAM-EVENT-015,Gallery and timeline,I5,I5;I15,,I15,,Gallery label; rewrite separates browsing from mutation.,REVIEWED_CORRECTED,NONE,Gallery and timeline,I5
CAN-LAM-EVENT-016,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds persistence and plan gating.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-EVENT-017,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite separates navigation from mutation.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
