Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I3-001,CAN-LAM-EVENT-004,WP-I3-001,WP-I3-001,Sidecars and metadata authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/presentation/widgets/map/map.widget.dart;Codebase/server/src/repositories/storage.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/types.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Event-JSON fixture with schema checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-004 source locator lines 368-368 and Codebase evidence ['Codebase/mobile/lib/presentation/widgets/map/map.widget.dart', 'Codebase/server/src/repositories/storage.repository.ts'] support placement in WP-I3-001.",requirements.csv:lines 368-368; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-004; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-009,CAN-LAM-EVENT-005,WP-I3-009,WP-I3-009,Sidecars and metadata authority,Derived-index rebuild contract,"Reviewed cross-capability package: Derived-index rebuild contract is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; schema paths are resolved in the package packet.",Event-XMP fixture with alignment checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-005 source locator lines 369-369 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I3-009.",requirements.csv:lines 369-369; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-005; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-007,CAN-LAM-EVENT-007,WP-I6-007,WP-I6-007,Libraries and storage,Event naming and normalization,"Reviewed cross-capability package: Event naming and normalization is a shared architectural surface used by Events and organization, Libraries and storage, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/utils/editor.utils.dart;Codebase/mobile/lib/utils/url_helper.dart;Codebase/server/src/repositories/storage.repository.ts;Codebase/web/src/lib/utils/editor.spec.ts,"Contracts affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; schema paths are resolved in the package packet.",Event-folder naming fixture.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-007 source locator lines 500-500 and Codebase evidence ['Codebase/mobile/lib/utils/editor.utils.dart', 'Codebase/mobile/lib/utils/url_helper.dart'] support placement in WP-I6-007.",requirements.csv:lines 500-500; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-007; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-008,CAN-LAM-EVENT-009,WP-I6-008,WP-I6-008,Libraries and storage,Date and location boundaries,"Reviewed cross-capability package: Date and location boundaries is a shared architectural surface used by Events and organization, Libraries and storage, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/domain/models/events.model.dart;Codebase/server/src/repositories/event.repository.ts;Codebase/web/src/lib/modals/SearchFilterModal.svelte;Codebase/web/src/lib/stores/websocket.ts,"Contracts affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; schema paths are resolved in the package packet.",Event-start-date fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-009 source locator lines 509-509 and Codebase evidence ['Codebase/mobile/lib/domain/models/events.model.dart', 'Codebase/server/src/repositories/event.repository.ts'] support placement in WP-I6-008.",requirements.csv:lines 509-509; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-009; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-EVENT-011,WP-I3-001,WP-I3-001,Filesystem transactions and recovery,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/domain/models/events.model.dart;Codebase/mobile/lib/models/folder/root_folder.model.dart;Codebase/web/src/lib/components/AssetViewerEvents.svelte;Codebase/web/src/lib/components/OnEvents.svelte,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI; Gate 7 data safety,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-011 source locator lines 540-540 and Codebase evidence ['Codebase/mobile/lib/domain/models/events.model.dart', 'Codebase/mobile/lib/models/folder/root_folder.model.dart'] support placement in WP-I3-001.",requirements.csv:lines 540-540; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-011; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I5-013,CAN-LAM-EVENT-017,WP-I5-013,WP-I5-013,Asset viewer,Read and navigation surfaces,Every member is a read or navigation behavior with an explicit no-mutation result.,Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte;Codebase/web/src/lib/components/asset-viewer/VideoRemoteViewer.svelte;Codebase/web/src/routes/(user)/memory/[[photos=photos]]/[[assetId=id]]/MemoryPhotoViewer.svelte,Review navigation and display contracts,"Review item, asset, event, and person read projections",Open-in-event fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-EVENT-017 source locator lines 697-697 and Codebase evidence ['Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte', 'Codebase/web/src/lib/components/asset-viewer/VideoNativeViewer.svelte'] support placement in WP-I5-013.",requirements.csv:lines 697-697; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-017; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-002,CAN-LAM-EVENT-018,WP-I6-002,WP-I6-002,Events and organization,Event authoritative records,"All members define, persist, or project authoritative event records and keep them consistent with reviewed schemas.",Codebase/server/src/repositories/move.repository.ts;Codebase/server/src/services/storage-template.service.ts,Event authoritative record and projection contracts,Event record and event projection schemas,One-day event fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-018 source locator lines 763-763 and Codebase evidence ['Codebase/server/src/repositories/move.repository.ts', 'Codebase/server/src/services/storage-template.service.ts'] support placement in WP-I6-002.",requirements.csv:lines 763-763; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-018; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-002,CAN-LAM-EVENT-019,WP-I6-002,WP-I6-002,Events and organization,Event authoritative records,"All members define, persist, or project authoritative event records and keep them consistent with reviewed schemas.",Codebase/server/src/repositories/move.repository.ts;Codebase/server/src/services/storage-template.service.ts,Event authoritative record and projection contracts,Event record and event projection schemas,Multi-day fixture.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-019 source locator lines 764-764 and Codebase evidence ['Codebase/server/src/repositories/move.repository.ts', 'Codebase/server/src/services/storage-template.service.ts'] support placement in WP-I6-002.",requirements.csv:lines 764-764; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-019; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-008,CAN-LAM-EVENT-020,WP-I6-008,WP-I6-008,Events and organization,Date and location boundaries,"Reviewed cross-capability package: Date and location boundaries is a shared architectural surface used by Events and organization, Libraries and storage, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/repositories/move.repository.ts;Codebase/server/src/services/storage-template.service.ts,"Contracts affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; schema paths are resolved in the package packet.",Midnight event fixture.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-EVENT-020 source locator lines 767-767 and Codebase evidence ['Codebase/server/src/repositories/move.repository.ts', 'Codebase/server/src/services/storage-template.service.ts'] support placement in WP-I6-008.",requirements.csv:lines 767-767; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-020; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-008,CAN-LAM-EVENT-021,WP-I6-008,WP-I6-008,Events and organization,Date and location boundaries,"Reviewed cross-capability package: Date and location boundaries is a shared architectural surface used by Events and organization, Libraries and storage, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/domain/models/events.model.dart;Codebase/mobile/lib/presentation/widgets/asset_viewer/asset_page.widget.dart;Codebase/mobile/lib/presentation/widgets/timeline/timeline.widget.dart;Codebase/mobile/lib/services/api.service.dart,"Contracts affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; schema paths are resolved in the package packet.",Unknown-date event fixture.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-021 source locator lines 768-768 and Codebase evidence ['Codebase/mobile/lib/domain/models/events.model.dart', 'Codebase/mobile/lib/presentation/widgets/asset_viewer/asset_page.widget.dart'] support placement in WP-I6-008.",requirements.csv:lines 768-768; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-021; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-008,CAN-LAM-EVENT-022,WP-I6-008,WP-I6-008,Events and organization,Date and location boundaries,"Reviewed cross-capability package: Date and location boundaries is a shared architectural surface used by Events and organization, Libraries and storage, Map and location. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/docs/docs/guides/custom-locations.md;Codebase/mobile/lib/presentation/widgets/map/map_utils.dart;Codebase/mobile/lib/utils/map_utils.dart;Codebase/web/src/lib/components/shared-components/search-bar/SearchLocationSection.svelte,"Contracts affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; schema paths are resolved in the package packet.",Multi-location event fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-EVENT-022 source locator lines 769-769 and Codebase evidence ['Codebase/docs/docs/guides/custom-locations.md', 'Codebase/mobile/lib/presentation/widgets/map/map_utils.dart'] support placement in WP-I6-008.",requirements.csv:lines 769-769; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-022; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I6-002,CAN-LAM-EVENT-023,WP-I6-002,WP-I6-002,Events and organization,Event authoritative records,"All members define, persist, or project authoritative event records and keep them consistent with reviewed schemas.",Codebase/server/src/controllers/library.controller.ts;Codebase/server/src/repositories/storage.repository.ts;Codebase/server/src/services/library.service.ts;Codebase/server/src/services/storage.service.ts,Event authoritative record and projection contracts,Event record and event projection schemas,Primary-folder event fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-EVENT-023 source locator lines 770-770 and Codebase evidence ['Codebase/server/src/controllers/library.controller.ts', 'Codebase/server/src/repositories/storage.repository.ts'] support placement in WP-I6-002.",requirements.csv:lines 770-770; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-023; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
