Canonical ID,Source text,Final statement,Current capability,Current phase,Corrected capability,Corrected phase,Reason,Evidence,Review status
CAN-LAM-EDGE-07,"LAM-EDGE-07; People; Accidental Person Merge; User merges face clusters representing different people.; Record a durable pre-merge snapshot and expose Undo in operation history.; Do NOT erase either UUID, rely on a one-second UI window, or overwrite historical face links.; Restore the exact pre-merge person/face/reference state from the durable transaction snapshot.","When the user merges face clusters that represent different people, Lamha must record a durable pre-merge snapshot and expose Undo in operation history; the merge must never erase either UUID, rely on a one-second UI window, or overwrite historical face links.",People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-09,"LAM-EDGE-09; External; External Drive Disconnects Mid-Transfer; I/O error or device disconnect occurs during transfer.; Mark the transparent coordinator manifest interrupted, index that state in SQLite, retain the source bundle, and stop finalization.; Do NOT mark moved, delete source, or use SQLite as sole recovery state.; When the volume UUID reconnects, reconcile its root manifest and offer deterministic resume/rollback Review actions.","When an external drive disconnects mid-transfer, Lamha must mark the transparent coordinator manifest interrupted, index that state, retain the source bundle, and stop finalization; on reconnect it must reconcile the root manifest and offer deterministic resume or rollback Review actions.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-10,"LAM-EDGE-10; Crash; Application Crash During File Organization; Startup finds an uncommitted local coordinator or root-scoped manifest.; Reconcile copies by transaction UUID, verify source/destination bundle hashes, and auto-finalize/roll back only when deterministic; otherwise open Review.; Do NOT ignore either copy, guess across a missing drive, or require command-line repair.; Persist recovery outcome to operation JSON/history, mark/reconcile manifests, re-index SQLite, and display the summary.","When startup finds an uncommitted local coordinator or root-scoped manifest after a crash, Lamha must reconcile copies by transaction UUID, verify source/destination hashes, and auto-finalize or roll back only when deterministic; otherwise it must open Review and persist the recovery outcome.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-11,"LAM-EDGE-11; Naming; Two Files Share Exact Same Original Filename & Timestamp; Scanner ingests distinct media with the same filename and timestamp.; Compare full hashes; differing hashes receive distinct UUIDs and a previewed deterministic _001, _002 sequence suffix.; Do NOT overwrite, merge sidecars, or assume a duplicate from name/time.; Commit both complete bundles and preserve each original filename.","When the scanner ingests distinct media with the same filename and timestamp, Lamha must compare full hashes, assign distinct UUIDs, and apply a previewed deterministic sequence suffix; it must not overwrite, merge sidecars, or treat the pair as duplicates from name/time alone.",Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-12,"LAM-EDGE-12; Sidecars; Malformed or Schema-Invalid Authoritative JSON; Versioned parser/schema validation fails.; Preserve the exact bytes in place, mark the asset/domain record degraded, use only verified last-known-good cache for read-only display, and open Review.; Do NOT overwrite, “repair” by guessing fields, or treat SQLite as replacement authority.; Offer restore from a verified snapshot or user-selected manual repair; validate and back up before commit.","When a versioned authoritative sidecar fails schema validation, Lamha must preserve the exact bytes in place, mark the asset/domain record degraded, use only the verified last-known-good cache for read-only display, and open Review; it must not overwrite, guess fields, or treat SQLite as replacement authority.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-13,"LAM-EDGE-13; Sidecars; Future Unsupported Schema Version; The record’s required schema-version value is newer than the running app supports.; Preserve and treat that record as metadata read-only while allowing safe media viewing.; Do NOT downgrade, discard unknown fields, or write through an older schema.; Require a compatible Lamha version or an explicit supported export/migration path.","When a record requires a newer schema version than the running app supports, Lamha must preserve the record, treat it as metadata read-only while allowing safe media viewing, and must not downgrade, discard unknown fields, or write through an older schema.",Metadata,I3,Metadata,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-14,"LAM-EDGE-14; Storage; Symlink / Junction / Reparse Escape; Canonical path resolution leaves the Authorized Path Set or forms a cycle.; Stop traversal at the boundary, record the link without following it, and show a scoped warning.; Do NOT traverse, scan, or mutate the external target by textual-prefix checks.; The user may authorize the resolved target as a separate Library Root; then rescan with cycle detection.","When canonical path resolution leaves the Authorized Path Set or forms a cycle, Lamha must stop traversal at the boundary, record the link without following it, and show a scoped warning; the user may authorize the resolved target as a separate Library Root before a cycle-detected rescan.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-15,"LAM-EDGE-15; Naming; Case / Unicode / Reserved-Name Collision; Destination filesystem comparison detects case-folded, Unicode-normalized, reserved-name, or length collision.; Show the collision in Preview and propose a deterministic cross-platform-safe suffix/sanitization.; Do NOT overwrite or rely on source-platform case sensitivity.; Commit only the user-approved safe name and preserve the original filename/path in JSON/history.","When the destination filesystem detects a case-folded, Unicode-normalized, reserved-name, or length collision, Lamha must show the collision in Preview and propose a deterministic cross-platform-safe suffix or sanitization; only the user-approved safe name may be committed and the original name must be preserved in JSON/history.",Asset identity and records,I3,Asset identity and records,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDGE-16,"LAM-EDGE-16; Dates; Timestamp Missing Offset or Time Zone; Embedded timestamp has no reliable offset/time-zone provenance or sources disagree.; Preserve the raw source value and mark normalized time/zone uncertainty.; Do NOT silently assume UTC, local time, event time, or a folder date.; Show evidence in Review; a user-approved normalized value updates JSON while retaining the raw snapshot.","When an embedded timestamp has no reliable offset/time-zone provenance or sources disagree, Lamha must preserve the raw source value and mark normalized time/zone uncertainty; it must not silently assume UTC, local time, event time, or a folder date.",Metadata,I6,Metadata,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.5 Operational Edge-Case Registry for Files, Sidecars, Dates, and Metadata; parent=CAN-SECTION-0148",REVIEWED_CONFIRMED
CAN-LAM-EDIT-001,Privacy-clean export,"When a privacy-clean export is requested, Lamha must produce an export that omits reviewed private fields while preserving the original media and metadata records unchanged.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.6 Non-destructive defaults; parent=CAN-SECTION-0120,REVIEWED_CONFIRMED
CAN-LAM-EDIT-003,Tag editing,Tag editing in the viewer must persist the reviewed tag changes with provenance and reflect them in the UI.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-EDIT-004,Crop,"When the user applies a crop, Lamha must store a revisioned non-destructive crop recipe, show a preview, and never overwrite the original media.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Non-Destructive Editing; parent=CAN-SECTION-0149,REVIEWED_CONFIRMED
CAN-LAM-EDIT-005,Rotate,"When the user applies a rotation, Lamha must store a revisioned non-destructive rotation recipe, show a preview, and never overwrite the original media.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Non-Destructive Editing; parent=CAN-SECTION-0149,REVIEWED_CONFIRMED
CAN-LAM-EDIT-006,Export edited copy,"When the user exports an edited copy, Lamha must produce a new file from the revisioned recipe while leaving the original media unchanged.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Non-Destructive Editing; parent=CAN-SECTION-0149,REVIEWED_CONFIRMED
CAN-LAM-EDIT-007,Privacy statement,The release bundle must include the reviewed privacy statement and the release gate must fail when it is missing.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-EDIT-013,Privacy export,Privacy export must produce copies stripped of the reviewed private fields while leaving the original media unchanged.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REVIEWED_CONFIRMED
