canonical_id,work_package_id,membership_rationale,capability_compatibility,requirement_phase,package_phase,review_status,evidence
CAN-LAM-BACKUP-007,WP-I13-011,WP-I13-011 is the architectural owner because its objective — Implement and verify the bounded backup restore rebuild disaster drill surface. — is the surface that must execute the obligation 'Thumbnails and cache are rebuildable projections; they must be regenerable from the author'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.,"Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-BACKUP-020,WP-I13-011,WP-I13-011 is the architectural owner because its objective — Implement and verify the bounded backup restore rebuild disaster drill surface. — is the surface that must execute the obligation 'Global backup must inventory every authoritative record and media file in the backup manif'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.,"Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-BACKUP-021,WP-I13-009,WP-I13-009 is the architectural owner because its objective — Implement and verify the bounded sqlite index rebuild surface. — is the surface that must execute the obligation 'Index rebuild must regenerate SQLite and caches from authoritative records and preserve ev'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.,"Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-BACKUP-024,WP-I13-001,"WP-I13-001 is the architectural owner because its objective — Persist schema-valid backup manifests inventorying record revisions, exclude backup/app-data from views, preserve malformed sidecars, and enforce controlled-cop — is the surface that must execute the obligation 'The gallery and all derived views must exclude .backup/ and .app-data/ directories from di'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DELETE-002,WP-I12-006,"WP-I12-006 is the architectural owner because its objective — Implement and verify the bounded root and asset relinking surface. — is the surface that must execute the obligation 'When an external delete is detected, Lamha must confirm the deletion with identity evidenc'; prerequisite packages WP-I12-001 supply the underlying schema/identity/journal it needs.",External drives and path resilience,I12,I12,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DELETE-267,WP-I13-006,"WP-I13-006 is the architectural owner because its objective — Move complete asset bundles into a reversible trash state through reviewed plans, preserve event/tag references and original paths, and require explicit confirm — is the surface that must execute the obligation 'Destructive actions must use the shared typed confirmation contract with explicit target s'; prerequisite packages WP-I3-010, WP-I3-011, WP-I3-012 supply the underlying schema/identity/journal it needs.",Trash and permanent-delete operations,I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DELETE-285,WP-I15-015,"WP-I15-015 is the architectural owner because its objective — Remove legacy runtime, server, database, queue, container, generated-client, and obsolete workflow paths only after retained callers have verified replacements. — is the surface that must execute the obligation 'Legacy page removal must retain each reusable visual component until an integrated retaine'; prerequisite packages WP-I15-008, WP-I15-014 supply the underlying schema/identity/journal it needs.",Planning and verification governance,I15,I15,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DUPLICATE-001,WP-I10-011,"WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When duplicate detection runs, Lamha must compare full hashes and create reviewable duplic'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",Duplicates,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DUPLICATE-002,WP-I5-016,"WP-I5-016 is the architectural owner because its objective — Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records. — is the surface that must execute the obligation 'Side-by-side comparison for duplicates must display both candidates without changing eithe'; prerequisite packages WP-I3-002, WP-I3-005 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DUPLICATE-005,WP-I10-011,"WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When exact-duplicate detection runs, Lamha must compare full hashes and produce reviewable'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",Duplicates,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DUPLICATE-006,WP-I10-011,"WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When AI data control runs, Lamha must let the user export or delete duplicate-similarity d'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",Duplicates,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-DUPLICATE-007,WP-I10-011,"WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When exact-hash duplicates are detected, Lamha must compare full hashes and produce review'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",Duplicates,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
