record_id,original_source_text,previous_statement,final_statement,final_classification,parent_requirement,acceptance_criteria,capability,primary_phase,verification_method,review_rationale,evidence,disposition,reviewer_type,review_revision,review_status
CAN-LAM-META-071,Embedded metadata removal,"When the Phase 11 — Metadata Mutation, Editing & Privacy workflow reads or changes Embedded metadata removal, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Embedded metadata removal must strip the selected embedded fields from exported copies while preserving the original file.,IMPLEMENTATION_CONSTRAINT,,"Given an export with selected fields, when removal runs, then the fields are stripped from the copy and the original remains unchanged.",Editing,I11,Embedded-removal fixture.,Phase label; rewrite adds stripping and preservation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-400,Reconnection,"When a configured library encounters Reconnection during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Reconnection must reconcile the external drive by durable identity and restore records and pending overlays.,IMPLEMENTATION_CONSTRAINT,,"Given a reconnecting drive, when reconciliation runs, then the drive reconciles by identity and records and overlays are restored.",External drives and path resilience,I12,Reconnection fixture.,Phase label; rewrite adds identity reconciliation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-401,External moves,"When a configured library encounters External moves during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",External moves must update the path index on identity or full-hash evidence and must never auto-match on filename or partial hash.,IMPLEMENTATION_CONSTRAINT,,"Given an external move, when reconciliation runs, then the index updates on identity evidence and ambiguous cases open Review.",External drives and path resilience,I12,External-move fixture.,Phase label; rewrite adds the identity rule.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-402,External renames,"When a configured library encounters External renames during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",External renames must update the path index on identity or full-hash evidence and must never auto-match on name alone.,IMPLEMENTATION_CONSTRAINT,,"Given an external rename, when reconciliation runs, then the index updates on identity evidence and ambiguous cases open Review.",External drives and path resilience,I12,External-rename fixture.,Phase label; rewrite adds the identity rule.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-403,Sidecar recovery,"When the Phase 12 — External Drives & Filesystem Resilience workflow reads or changes Sidecar recovery, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Sidecar recovery must restore the last validated sidecar state from journaled backups without guessing fields.,IMPLEMENTATION_CONSTRAINT,,"Given a damaged sidecar, when recovery runs, then the last validated state is restored and no field is guessed.",External drives and path resilience,I12,Sidecar-recovery fixture.,Phase label; rewrite adds recovery and no-guessing.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-404,Detached Index Mode,"When a configured library encounters Detached Index Mode during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Detached Index Mode must keep indexed records and pending overlays available for a disconnected drive and defer structural operations.,IMPLEMENTATION_CONSTRAINT,,"Given a disconnected drive, when Detached Index Mode is active, then records and overlays remain available and operations are deferred.",External drives and path resilience,I12,Detached-mode fixture.,Phase label; rewrite adds detached-mode behavior.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-071,Drive identity,"When a configured library encounters Drive identity during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Drive identity must be a durable identifier recorded at registration and used for all reconnection and detached-state reconciliation.,IMPLEMENTATION_CONSTRAINT,,"Given a registered drive, when it reconnects, then the durable identity matches and reconciliation uses it.",External drives and path resilience,I12,Drive-identity fixture.,Phase label; rewrite adds durable identity.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-072,Cross-drive operations,"When a configured library encounters Cross-drive operations during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.","Cross-drive operations must use copy, flush, checksum verification, and journaled source removal and must never assume atomic rename.",IMPLEMENTATION_CONSTRAINT,,"Given a cross-drive operation, when it runs, then copy, flush, checksum, and journaled removal complete or the prior state is restored.",External drives and path resilience,I12,Cross-drive fixture.,Phase label; rewrite adds the non-atomic rule.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-TRANSACTION-012,Crash recovery,"When a configured library encounters Crash recovery during Phase 12 — External Drives & Filesystem Resilience, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",Crash recovery must reconcile uncommitted manifests by transaction UUID and auto-finalize or roll back only when deterministic.,IMPLEMENTATION_CONSTRAINT,,"Given an uncommitted manifest, when recovery runs, then deterministic cases finalize or roll back and non-deterministic cases open Review.",External drives and path resilience,I12,Crash-recovery fixture.,Phase label; rewrite adds determinism boundary.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 12 — External Drives & Filesystem Resilience; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-AI-081,AI cache rebuild,"When AI cache rebuild participates in Phase 13 — Backup, Trash & Rebuild, the authoritative record or transaction must persist its revision and provenance before derived-index publication, and any failed write must leave a recoverable prior state.",AI cache rebuild must regenerate the rebuildable AI projections from versioned records without losing user decisions.,IMPLEMENTATION_CONSTRAINT,,"Given versioned AI records, when the cache is rebuilt, then projections regenerate and user decisions remain intact.","Backup, trash, restore and rebuild",I13,AI-rebuild fixture.,Phase label; rewrite adds regeneration and preservation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-405,Sidecar verification,"When the Phase 13 — Backup, Trash & Rebuild workflow reads or changes Sidecar verification, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Sidecar verification must validate every sidecar against its schema and report degraded records without modifying them.,IMPLEMENTATION_CONSTRAINT,,"Given sidecars, when verification runs, then validity is checked and degraded records are reported without modification.","Backup, trash, restore and rebuild",I13,Sidecar-verification fixture.,Phase label; rewrite adds validation and no-mutation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-BACKUP-020,Global backup,"When Global backup participates in Phase 13 — Backup, Trash & Rebuild, the authoritative record or transaction must persist its revision and provenance before derived-index publication, and any failed write must leave a recoverable prior state.",Global backup must inventory every authoritative record and media file in the backup manifest and verify the backup set.,IMPLEMENTATION_CONSTRAINT,,"Given a backup run, when it completes, then the manifest inventories all records and files and the set verifies.","Backup, trash, restore and rebuild",I13,Global-backup fixture.,Phase label; rewrite adds inventory and verification.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-BACKUP-021,Index rebuild,"When Index rebuild participates in Phase 13 — Backup, Trash & Rebuild, the authoritative record or transaction must persist its revision and provenance before derived-index publication, and any failed write must leave a recoverable prior state.",Index rebuild must regenerate SQLite and caches from authoritative records and preserve every saved decision.,IMPLEMENTATION_CONSTRAINT,,"Given authority records, when the index is rebuilt, then projections regenerate and saved decisions remain intact.","Backup, trash, restore and rebuild",I13,Index-rebuild fixture.,Phase label; rewrite adds regeneration and preservation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-085,Event backups,"When Event backups participates in Phase 13 — Backup, Trash & Rebuild, the authoritative record or transaction must persist its revision and provenance before derived-index publication, and any failed write must leave a recoverable prior state.","Event backups must include event records, membership, folders, and sidecars and verify the backup set.",IMPLEMENTATION_CONSTRAINT,,"Given an event backup, when it completes, then all event data is included and the set verifies.","Backup, trash, restore and rebuild",I13,Event-backup fixture.,Phase label; rewrite adds completeness and verification.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 13 — Backup, Trash & Rebuild; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
