canonical_id,title,source_text,current_statement,matched_template_family,why_current_statement_may_be_semantically_wrong,current_capability,current_phase,current_package,required_disposition,requirement_type,source_section,parent_requirement_id,parent_title,parent_statement,source_length_category
CAN-LAM-ARCH-291,"When privacy removal targets GPS metadata, Lamha must create a reviewed mutation/export plan tha",GPS,"When privacy removal targets GPS metadata, Lamha must create a reviewed mutation/export plan that preserves source provenance and the managed original while removing approved coordinate fields only from the selected output or authoritative revision.",,"Detected as template-family pattern; explicit disposition KEEP_WITH_EXPLICIT_JUSTIFICATION with status REVIEWED_CONFIRMED; rationale: Statement is already record-specific and observable (privacy removal targets GPS metadata, creates a reviewed mutation plan, preserves originals); it does not reproduce a legacy template.",Metadata privacy removal,I11,WP-I11-003,KEEP_WITH_EXPLICIT_JUSTIFICATION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-292,Device serial data,Device serial data,"When the 30.2 Remove embedded metadata workflow reads or changes Device serial data, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds removal and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-293,Identifying camera fields,Identifying camera fields,"When the 30.2 Remove embedded metadata workflow reads or changes Identifying camera fields, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds removal and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-294,Author/creator,Author/creator,"When the 30.2 Remove embedded metadata workflow reads or changes Author/creator, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds removal and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-295,Comments,Comments,"When the 30.2 Remove embedded metadata workflow reads or changes Comments, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds removal and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-296,Descriptions,Descriptions,"When the 30.2 Remove embedded metadata workflow reads or changes Descriptions, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds removal and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-297,Custom field selections,Custom field selections,"When the 30.2 Remove embedded metadata workflow reads or changes Custom field selections, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds exact-selection and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-META-044,All removable embedded metadata,All removable embedded metadata,"When the 30.2 Remove embedded metadata workflow reads or changes All removable embedded metadata, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds full-strip and preservation results.,Editing,I11,WP-I11-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.2 Remove embedded metadata,CAN-SECTION-0097,30.2 Remove embedded metadata — Metadata,Lamha must implement the 30.2 Remove embedded metadata behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-AI-042,AI tags,AI tags,"When the 30.4 Face and AI privacy workflow reads or changes AI tags, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds deletion and rebuild results.,Metadata,I8,WP-I8-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0023,30.4 Face and AI privacy — Metadata,Lamha must implement the 30.4 Face and AI privacy behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-298,Embeddings,Embeddings,"When the 30.4 Face and AI privacy workflow reads or changes Embeddings, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds deletion and rebuild results.,Metadata,I7,WP-I7-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0023,30.4 Face and AI privacy — Metadata,Lamha must implement the 30.4 Face and AI privacy behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-299,Entire library,Entire library,"When the 30.4 Face and AI privacy workflow reads or changes Entire library, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-scope label; rewrite adds whole-library deletion and rebuild results.,Metadata,I7,WP-I7-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0023,30.4 Face and AI privacy — Metadata,Lamha must implement the 30.4 Face and AI privacy behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-137,One asset,One asset,"When the user invokes One asset in 30.4 Face and AI privacy, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-scope label; rewrite adds scoped deletion and no-mutation.,Asset viewer,I7,WP-I7-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0135,30.4 Face and AI privacy — Asset viewer,Lamha must implement the 30.4 Face and AI privacy behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-061,One event,One event,"When the 30.4 Face and AI privacy workflow reads or changes One event, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-scope label; rewrite adds scoped deletion and no-mutation.,Metadata,I6,WP-I6-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0023,30.4 Face and AI privacy — Metadata,Lamha must implement the 30.4 Face and AI privacy behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-093,Face boxes,Face boxes,"When the 30.4 Face and AI privacy workflow reads or changes Face boxes, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds deletion and rebuild results.,Metadata,I7,WP-I7-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0023,30.4 Face and AI privacy — Metadata,Lamha must implement the 30.4 Face and AI privacy behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-094,Person assignments,Person assignments,"When the 30.4 Face and AI privacy workflow manages Person assignments, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds deletion and record preservation.,People and faces,I7,WP-I7-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0228,30.4 Face and AI privacy — People and faces,Lamha must implement the 30.4 Face and AI privacy behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-095,Relationship links,Relationship links,"When the 30.4 Face and AI privacy workflow manages Relationship links, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Privacy-field label; rewrite adds deletion and record preservation.,People and faces,I8,WP-I8-004,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,30.4 Face and AI privacy,CAN-SECTION-0228,30.4 Face and AI privacy — People and faces,Lamha must implement the 30.4 Face and AI privacy behavior for People and faces and satisfy every linked acceptance criterion.,SHORT
