Package ID,Exit-gate text,Test evidence required,Contract evidence required,Schema evidence required,Persistence evidence required,Recovery evidence required,Platform evidence required,Performance evidence required,Changed-file evidence required,Stop condition,Final result,Evidence,Reviewer role,Review revision,Verification status,Item-specific rationale
WP-I8-002,Tag candidate fixture suite passes.,"Fixture suite covering candidate creation, suggestion provenance, review-first activation, and suppression persistence.","Tag candidate, suggestion, and suppression contracts","Tag candidate, suggestion, and suppression records",Candidate/suppression writes are revisioned; failed writes preserve prior state.,Candidate/suppression writes are revisioned; failed writes preserve prior state.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Tag candidate fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I8-002,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-002: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-004,"Exit only when the reviewed fixtures for requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095; verification methods include Relationship-management fixture with history checks.; Relationship-create fixture with revision and review checks.; Relationship-delete fixture with history-preservation checks; Relationship-link privacy fixture..","Contracts affected by requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-PERSON-011, CAN-LAM-PERSON-060, CAN-LAM-PERSON-061, CAN-LAM-PERSON-095 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I8-004,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-004: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-005,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-026, CAN-LAM-INV-PERSON-02, CAN-LAM-PERSON-002 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ASSET-026, CAN-LAM-INV-PERSON-02, CAN-LAM-PERSON-002; verification methods include Given current and historical relationship intervals, when th; Given overlapping, ended, and custom relationships, when his; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio.","Contracts affected by requirements CAN-LAM-ASSET-026, CAN-LAM-INV-PERSON-02, CAN-LAM-PERSON-002; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-026, CAN-LAM-INV-PERSON-02, CAN-LAM-PERSON-002; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ASSET-026, CAN-LAM-INV-PERSON-02, CAN-LAM-PERSON-002 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I8-005,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-005: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-006,"Exit only when the reviewed fixtures for requirements CAN-FAIL-25, CAN-LAM-ASSET-045, CAN-LAM-ASSET-082, CAN-LAM-ASSET-083, CAN-LAM-PERSON-004, CAN-LAM-PERSON-014, CAN-LAM-PERSON-073, CAN-LAM-PERSON-077 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-25, CAN-LAM-ASSET-045, CAN-LAM-ASSET-082, CAN-LAM-ASSET-083, CAN-LAM-PERSON-004, CAN-LAM-PERSON-014, CAN-LAM-PERSON-073, CAN-LAM-PERSON-077; verification methods include Relationship history and nine-view projection gate.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Composition-view fixture with rule and source checks.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio.","Contracts affected by requirements CAN-FAIL-25, CAN-LAM-ASSET-045, CAN-LAM-ASSET-082, CAN-LAM-ASSET-083, CAN-LAM-PERSON-004, CAN-LAM-PERSON-014, CAN-LAM-PERSON-073, CAN-LAM-PERSON-077; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-25, CAN-LAM-ASSET-045, CAN-LAM-ASSET-082, CAN-LAM-ASSET-083, CAN-LAM-PERSON-004, CAN-LAM-PERSON-014, CAN-LAM-PERSON-073, CAN-LAM-PERSON-077; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-25, CAN-LAM-ASSET-045, CAN-LAM-ASSET-082, CAN-LAM-ASSET-083, CAN-LAM-PERSON-004, CAN-LAM-PERSON-014, CAN-LAM-PERSON-073, CAN-LAM-PERSON-077 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I8-006,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-006: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-007,"Exit only when the reviewed fixtures for requirements CAN-FAIL-12, CAN-LAM-ARCH-177, CAN-LAM-ARCH-390, CAN-LAM-ASSET-013, CAN-LAM-ASSET-037, CAN-LAM-ASSET-060, CAN-LAM-ASSET-066, CAN-LAM-ASSET-088, CAN-LAM-ASSET-090, CAN-LAM-ASSET-091, CAN-LAM-ASSET-092, CAN-LAM-ASSET-096... pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-12, CAN-LAM-ARCH-177, CAN-LAM-ARCH-390, CAN-LAM-ASSET-013, CAN-LAM-ASSET-037, CAN-LAM-ASSET-060, CAN-LAM-ASSET-066, CAN-LAM-ASSET-088, CAN-LAM-ASSET-090, CAN-LAM-ASSET-091, CAN-LAM-ASSET-092, CAN-LAM-ASSET-096...; verification methods include Attribution role-separation gate.; Screenshot-classification fixture.; Importer fixture.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio.","Contracts affected by requirements CAN-FAIL-12, CAN-LAM-ARCH-177, CAN-LAM-ARCH-390, CAN-LAM-ASSET-013, CAN-LAM-ASSET-037, CAN-LAM-ASSET-060, CAN-LAM-ASSET-066, CAN-LAM-ASSET-088...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-12, CAN-LAM-ARCH-177, CAN-LAM-ARCH-390, CAN-LAM-ASSET-013, CAN-LAM-ASSET-037, CAN-LAM-ASSET-060, CAN-LAM-ASSET-066, CAN-LAM-ASSET-088...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-12, CAN-LAM-ARCH-177, CAN-LAM-ARCH-390, CAN-LAM-ASSET-013, CAN-LAM-ASSET-037, CAN-LAM-ASSET-060, CAN-LAM-ASSET-066, CAN-LAM-ASSET-088, CAN-LAM-ASSET-090, CAN-LAM-ASSET-091, CAN-LAM-ASSET-092, CAN-LAM-ASSET-096... pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I8-007,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-007: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-009,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-134, CAN-LAM-ARCH-135, CAN-LAM-INV-META-02 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-134, CAN-LAM-ARCH-135, CAN-LAM-INV-META-02; verification methods include Selection-step fixture asserting no commit on selection.; Final-confirmation fixture with provenance checks.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio.","Contracts affected by requirements CAN-LAM-ARCH-134, CAN-LAM-ARCH-135, CAN-LAM-INV-META-02; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-134, CAN-LAM-ARCH-135, CAN-LAM-INV-META-02; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-134, CAN-LAM-ARCH-135, CAN-LAM-INV-META-02 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I8-009,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-009: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-010,Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-391 pass and completion evidence is recorded.,Run reviewed fixtures for requirements CAN-LAM-ARCH-391; verification methods include Provenance fixture..,Contracts affected by requirements CAN-LAM-ARCH-391; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-391; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-391 pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I8-010,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-010: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I9-001,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-026, CAN-LAM-ARCH-346, CAN-LAM-EVENT-084 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-026, CAN-LAM-ARCH-346, CAN-LAM-EVENT-084; verification methods include Mind-map fixture with derivation checks.; Mind-map load benchmark.; Event-context fixture..","Contracts affected by requirements CAN-LAM-ARCH-026, CAN-LAM-ARCH-346, CAN-LAM-EVENT-084; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-026, CAN-LAM-ARCH-346, CAN-LAM-EVENT-084; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-026, CAN-LAM-ARCH-346, CAN-LAM-EVENT-084 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I9-001,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I9-001: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I9-004,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-082, CAN-LAM-ASSET-069, CAN-LAM-EVENT-083 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-082, CAN-LAM-ASSET-069, CAN-LAM-EVENT-083; verification methods include Open-in-mind-map fixture.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Folder/event-map fixture..","Contracts affected by requirements CAN-LAM-ARCH-082, CAN-LAM-ASSET-069, CAN-LAM-EVENT-083; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-082, CAN-LAM-ASSET-069, CAN-LAM-EVENT-083; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-082, CAN-LAM-ASSET-069, CAN-LAM-EVENT-083 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I9-004,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I9-004: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I9-006,Persistent draft fixture suite passes.,"Fixture suite covering draft save, journal write failure, and last-valid restore.",Mind-map draft persistence contracts,Mind-map draft records,Draft writes are journaled; failed writes restore last valid draft.,Draft writes are journaled; failed writes restore last valid draft.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Persistent draft fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I9-006,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I9-006: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I9-007,Simulation/materialization fixture suite passes.,"Fixture suite covering preview completeness, approval requirement, plan validation, and no unapproved media mutation.",Mind-map simulation and materialization plan contracts,Materialization plan records,Materialization commits through the filesystem transaction engine and can roll back on failure.,Materialization commits through the filesystem transaction engine and can roll back on failure.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Simulation/materialization fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I9-007,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I9-007: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
